Genome Region midpoint (1-based)	Sum Motif	
chr3:9834128	-0.852442556	
chr16:31885097	-0.922660192	
chr7:2281877	-0.974220064	
chr12:112856652	-1.121777508	
chr9:137348302	-1.140435272	
chr2:178977170	-1.151970864	
chr6:33244861	-1.160797704	
chr1:1093640	-1.191995144	
chr13:24463580	-1.203530736	
chr11:844092	-1.21777508	
chr9:91925731	-1.21777508	
chr10:18940561	-1.240846264	
chr19:56146382	-1.240846264	
chr9:115095396	-1.243555016	
chr7:2281855	-1.461330096	
chr19:37663609	-1.498645624	
chr16:23464533	-1.498645624	
chr6:6856913	-1.601765368	
chr11:19262620	-1.704885112	
chrX:102659656	-1.704885112	
chr14:101144068	-1.730665048	
chr4:6717902	-1.845320384	
chr6:17706345	-1.889758084	
chr11:120196007	-1.95997572	
chr16:48278192	-2.037315528	
chr16:67906976	-2.191995144	
chr1:40505709	-2.243555016	
chr10:32217297	-2.243555016	
chr15:78423892	-2.243555016	
chr18:47013615	-2.243555016	
chr20:60962028	-2.243555016	
chr4:140097676	-2.243555016	
chr5:139641092	-2.243555016	
chr6:28220057	-2.243555016	
chr6:36409340	-2.243555016	
chr6:42016466	-2.243555016	
chr6:138725319	-2.243555016	
chr11:82868889	-2.421305816	
chr11:35684588	-2.487110032	
chr19:56166916	-2.487110032	
chr13:52378362	-2.487110032	
chr2:191184659	-2.487110032	
chr20:60962034	-2.487110032	
chr5:59055584	-2.498645624	
chr7:32530158	-2.52442556	
chrX:55026669	-2.531547732	
chr22:36822447	-2.627545304	
chr6:41528719	-2.636372144	
chr20:2451561	-2.704885112	
chr8:110552276	-2.730665048	
chr9:96929130	-2.730665048	
chr20:2821344	-2.922660192	
chr1:150552075	-2.974220064	
chr8:41436172	-2.9776294	
chr16:377410	-3.04885112	
chr9:91002829	-3.107533164	
chr11:116643777	-3.21777508	
chr7:99149746	-3.21777508	
chr1:17019407	-3.21777508	
chr10:69550845	-3.365332524	
chr16:31085733	-3.39552588	
chr19:58951238	-3.461330096	
chr3:128206605	-3.461330096	
chr13:49789368	-3.52442556	
chr7:5596116	-3.60888754	
chr13:28195167	-3.65332524	
chr18:2906141	-3.65773866	
chr11:6628326	-3.695054188	
chr16:47495162	-3.704885112	
chr7:144533207	-3.845320384	
chr7:74489139	-3.852442556	
chr9:123555751	-3.896880256	
chr1:159893549	-3.91553802	
chr14:74252767	-4.011535592	
chr1:40265027	-4.191995144	
chr8:145704471	-4.357206268	
chr17:79828316	-4.461330096	
chr1:87801026	-4.487110032	
chr1:220906533	-4.487110032	
chr12:97301028	-4.487110032	
chrX:153236675	-4.487110032	
chr3:168936258	-4.679105176	
chr1:11866097	-4.730665048	
chr5:141736646	-4.730665048	
chr17:76374725	-4.730665048	
chr2:232546008	-4.730665048	
chr2:210867267	-4.819540448	
chr6:90348476	-4.819540448	
chr13:97794955	-4.934195784	
chr5:141404652	-4.974220064	
chr5:138727537	-5.011535592	
chr1:246729614	-5.063095464	
chr1:174998986	-5.100410992	
chr9:131534221	-5.358210352	
chr3:12883112	-5.358210352	
chr19:12901151	-5.407061472	
chrX:52950161	-5.447085752	
chr10:1102657	-5.461330096	
chr16:88850848	-5.461330096	
chr19:16222524	-5.461330096	
chr22:40742516	-5.550205496	
chr8:140718179	-5.60888754	
chrX:40506934	-5.60888754	
chr9:114393544	-5.65332524	
chr15:43398359	-5.704885112	
chr20:43514329	-5.704885112	
chr19:58400427	-5.78663834	
chr3:131221844	-5.845320384	
chr9:134131865	-5.87110032	
chr16:3156543	-5.974220064	
chr12:66563444	-5.974220064	
chr2:96971318	-6.0888754	
chr1:32645331	-6.0888754	
chr12:53443757	-6.095997572	
chr14:92506761	-6.191995144	
chr19:14683020	-6.287992716	
chr5:322620	-6.56886326	
chr18:33767466	-6.65773866	
chr1:1307559	-6.730665048	
chr9:26947524	-6.730665048	
chr17:4850977	-6.730665048	
chr12:50056924	-6.819540448	
chr3:100428126	-6.922660192	
chr11:125462199	-6.974220064	
chr2:25517834	-7.063095464	
chr12:6445007	-7.114655336	
chr10:22292703	-7.21777508	
chr5:150460591	-7.21777508	
chr18:13726592	-7.461330096	
chr19:12807490	-7.498645624	
chr22:31742624	-7.557327668	
chr15:65426187	-7.65332524	
chr2:170440856	-7.704885112	
chr19:47759741	-7.896880256	
chr7:126341333	-7.974220064	
chr5:141340531	-8.037315528	
chr3:101232144	-8.055973292	
chr15:55489135	-8.18657764	
chr4:148538523	-8.191995144	
chr2:158039572	-8.428427988	
chr19:58111260	-8.461330096	
chr22:36727701	-8.48440128	
chr2:32390859	-8.52442556	
chr22:50331846	-8.650616488	
chr9:139581579	-8.679105176	
chr16:4818834	-8.922660192	
chr3:142297666	-8.922660192	
chr1:222988345	-8.974220064	
chr10:23727592	-8.974220064	
chr11:65655966	-8.974220064	
chr7:66093803	-8.974220064	
chr9:128024005	-8.974220064	
chrX:13752781	-8.974220064	
chr6:4136235	-9.011535592	
chr14:21979518	-9.100410992	
chr3:101232174	-9.130604348	
chr11:85358930	-9.21777508	
chr12:129308632	-9.21777508	
chr9:132646784	-9.30665048	
chr17:48100036	-9.313772652	
chr1:85725364	-9.358210352	
chr3:32544332	-9.409770224	
chr6:90143728	-9.463034764	
chr16:75600218	-9.505767796	
chr12:50056995	-9.517303388	
chr9:22038241	-9.550205496	
chr15:89545740	-9.704885112	
chr9:98224994	-9.704885112	
chr14:96969110	-9.723542876	
chr15:85197534	-9.83107604	
chr8:102345332	-9.854147224	
chr2:38830090	-9.896880256	
chr8:100025258	-9.91995144	
chr10:101989395	-9.948440128	
chr8:27168952	-9.948440128	
chr7:220745	-10.09599757	
chr13:113863012	-10.19199514	
chr9:35103200	-10.25238186	
chr17:76126741	-10.26221278	
chrX:77154839	-10.28799272	
chr3:185255370	-10.33243042	
chr8:59323897	-10.33955259	
chr16:86698209	-10.5831076	
chr18:72166738	-10.76798058	
chr9:110045343	-10.87110032	
chr1:37331094	-10.87110032	
chr10:61665344	-10.88263591	
chr19:56117774	-10.88263591	
chr6:32164351	-11.01153559	
chr1:2126547	-11.16621521	
chr1:84944889	-11.16621521	
chr10:80733420	-11.21777508	
chr22:31481018	-11.21777508	
chr11:18127624	-11.26221278	
chr1:84543640	-11.30665048	
chr11:43380468	-11.31377265	
chr17:30228789	-11.49864562	
chr15:81293422	-11.52442556	
chr12:64338891	-11.57598543	
chr8:24014019	-11.70488511	
chr9:132404459	-11.70488511	
chr1:36839557	-11.83819821	
chr18:3060719	-11.84532038	
chr16:2892765	-11.87110032	
chr6:33950919	-11.89688026	
chr12:110887623	-11.94844013	
chr10:44070101	-12.03731553	
chr7:138915872	-12.03731553	
chr10:114206744	-12.0888754	
chr2:54343006	-12.14043527	
chr15:74833301	-12.19199514	
chr3:179065437	-12.43555016	
chr2:62532044	-12.43725483	
chr15:40331371	-12.44708575	
chr19:18589865	-12.5831076	
chr9:131591898	-12.5831076	
chr5:60458374	-12.6275453	
chr6:26988075	-12.6275453	
chr11:117014998	-12.67910518	
chr15:86037726	-12.70488511	
chr17:60501218	-12.74661406	
chr4:111117622	-13.01865776	
chr8:37707474	-13.06309546	
chr10:70660626	-13.11465534	
chr11:236841	-13.30665048	
chr5:114598710	-13.45420792	
chr1:26735975	-13.4613301	
chr3:119396265	-13.65332524	
chr3:101292919	-13.69064077	
chr1:203259799	-13.91553802	
chr1:8484307	-13.92266019	
chr2:30979067	-13.92707361	
chr7:156742386	-13.94844013	
chr15:85259427	-13.98575566	
chr19:58239005	-14.03731553	
chr11:9594671	-14.16350646	
chr6:15249313	-14.16621521	
chr14:77924374	-14.18487297	
chr3:11684341	-14.19199514	
chr11:61891401	-14.23643284	
chr12:57481134	-14.43555016	
chr3:44690202	-14.5831076	
chr5:171602577	-14.6275453	
chr2:68479986	-14.77510275	
chr4:90032904	-14.82666262	
chr7:102632277	-14.87110032	
chr9:136720914	-15.07021764	
chr19:47217390	-15.16621521	
chr6:86353976	-15.35821035	
chr1:40839387	-15.40977022	
chr1:234509155	-15.49864562	
chr5:32174496	-15.53937049	
chr14:45366275	-15.65332524	
chr2:170681411	-15.70488511	
chr19:52901068	-15.77951617	
chr7:2757284	-15.79376051	
chr17:38109641	-15.79376051	
chr2:25509036	-15.84261163	
chr20:30102249	-15.94844013	
chr8:145638982	-16.03731553	
chr19:56166922	-16.19199514	
chr14:29255007	-16.22931067	
chr19:7702008	-16.2666262	
chr12:44199919	-16.33243042	
chr1:10003448	-16.33243042	
chr19:58838341	-16.38399029	
chr10:95256378	-16.42130582	
chr15:40075047	-16.43555016	
chr20:37101359	-16.53154773	
chr15:74284656	-16.57598543	
chr19:53832394	-16.70217636	
chr1:36396776	-16.82666262	
chr22:24542375	-16.82836729	
chr5:271716	-16.87110032	
chr1:107599233	-16.92266019	
chr19:16683389	-17.06309546	
chr13:29148903	-17.07021764	
chrX:12994216	-17.07021764	
chr17:27139478	-17.11465534	
chr10:125650714	-17.19640856	
chr3:3168630	-17.25509061	
chr11:10878975	-17.33243042	
chr7:92076714	-17.35821035	
chr19:49955233	-17.55191016	
chr1:160983726	-17.57598543	
chr1:19536814	-17.77951617	
chr19:55690723	-17.83107604	
chr19:56632829	-17.84532038	
chr19:57901110	-17.9057071	
chr3:134204588	-17.92266019	
chr12:8834899	-17.94844013	
chr19:19932576	-17.94844013	
chr11:47290918	-17.98575566	
chr12:53689325	-18.1333131	
chr5:36690654	-18.14043527	
chr17:38479214	-18.33243042	
chr5:176778722	-18.33243042	
chr22:39077966	-18.38399029	
chr9:37800786	-18.43555016	
chr3:105588255	-18.53154773	
chr3:183003747	-18.53154773	
chr6:147524628	-18.61330096	
chr9:75759025	-18.92266019	
chrX:21857658	-18.92266019	
chr12:7261855	-18.94131796	
chr2:157188590	-18.94131796	
chr15:47776572	-18.96709789	
chr6:144164421	-19.17062863	
chr2:121010863	-19.35108818	
chr22:42078500	-19.35821035	
chr8:125551321	-19.48440128	
chr19:8617871	-20.27816179	
chr14:35342853	-20.34396601	
chr19:14842181	-20.40264805	
chr22:36761270	-20.43555016	
chr7:130589059	-20.6275453	
chr12:27167476	-20.81954045	
chr7:66386093	-21.30665048	
chr10:6969675	-21.44708575	
chr17:7218771	-21.5502055	
chr4:122612112	-21.55732767	
chr1:244615543	-21.60176537	
chr17:36908869	-21.6390809	
chr15:90777178	-21.65332524	
chr1:6483488	-21.66486083	
chr6:33291035	-21.8612694	
chr3:150264459	-22.0888754	
chr13:103046970	-22.28087054	
chr22:41032879	-22.33243042	
chr11:57298279	-22.38399029	
chr6:57182222	-22.42842799	
chr17:43025253	-22.47286569	
chr16:14726659	-22.57598543	
chr6:41889245	-22.67910518	
chr8:18672253	-23.06309546	
chr8:134582823	-23.21065291	
chr7:100273572	-23.41418364	
chr2:118845977	-23.42842799	
chr1:225655527	-23.55732767	
chr1:224518149	-23.64620307	
chr8:116660612	-23.65332524	
chr20:60877869	-23.74220064	
chr6:84569309	-23.84532038	
chr9:132565424	-23.89688026	
chr21:44597310	-23.93419578	
chr19:9731935	-24.0888754	
chr6:26156582	-24.51018122	
chr6:30737230	-24.57598543	
chr11:207496	-24.77510275	
chr4:114683136	-24.92266019	
chr6:28129545	-24.92266019	
chr8:54756110	-25.06309546	
chr15:69111451	-25.24796844	
chr4:113152761	-25.40977022	
chr9:101018098	-25.60176537	
chr20:62612382	-25.88975808	
chr8:61565108	-25.89688026	
chr16:70333082	-26.03189802	
chr2:11270153	-26.0888754	
chr13:42535245	-26.2221885	
chr1:183441155	-26.33243042	
chr8:6566566	-26.49864562	
chr12:106695683	-26.54037457	
chr17:30228701	-26.70217636	
chr15:85259421	-26.92266019	
chr13:108867866	-26.92266019	
chr13:114896554	-27.11465534	
chr19:41833452	-27.13772652	
chr19:57922526	-27.14484869	
chr7:66093471	-27.15197086	
chr2:187454677	-27.32530824	
chr16:67538387	-27.39552588	
chr10:26986564	-27.40977022	
chr1:152020737	-27.41859706	
chr17:63119546	-27.6275453	
chr5:110075174	-27.76527182	
chr2:101768067	-27.79376051	
chr9:140172139	-27.84261163	
chr8:144911589	-27.84532038	
chr7:44679036	-28.08175323	
chr22:46731606	-28.14043527	
chr16:89382868	-28.6275453	
chr3:32726675	-28.90841585	
chr2:208489250	-29.03019336	
chr1:15742558	-29.2666262	
chr20:2489818	-29.35821035	
chr17:64251393	-29.35821035	
chr17:8280048	-29.65332524	
chr13:74340399	-30.13772652	
chr21:33984937	-30.7164207	
chr20:32698998	-30.76798058	
chr17:47270006	-30.90841585	
chr6:105131141	-30.95997572	
chr1:36626639	-31.18928639	
chr2:220042142	-31.30665048	
chr3:183354800	-31.34396601	
chr16:3481969	-31.46574352	
chr17:78388956	-31.58752102	
chr8:10874066	-31.74932281	
chr17:47021897	-32.12619093	
chr1:236958395	-32.14043527	
chr9:95087881	-32.18487297	
chr2:208489434	-32.7164207	
chr5:139691812	-32.72354288	
chr8:143820780	-32.81954045	
chr12:74931568	-32.87110032	
chr2:9983589	-32.87110032	
chr14:23504381	-33.1333131	
chr3:9005201	-33.15197086	
chr9:115819078	-33.20353074	
chr9:132565407	-33.35821035	
chr19:10230580	-33.53596115	
chr8:47829555	-33.54308332	
chr15:75918144	-33.64620307	
chr17:73286088	-33.66486083	
chr16:67515172	-33.69064077	
chr10:43892747	-33.87110032	
chr16:84220687	-34.6275453	
chr2:37813535	-34.96709789	
chr2:136742704	-34.99729125	
chr7:35734793	-35.10041099	
chr19:6801682	-35.11465534	
chr18:77439151	-35.39552588	
chr1:246729620	-35.60176537	
chr20:2450921	-35.6390809	
chr19:56632826	-35.89688026	
chr20:32582355	-36.1777508	
chr15:65810026	-36.22931067	
chr10:51827589	-36.30394173	
chr11:118123076	-36.33243042	
chr19:19483993	-36.42130582	
chr19:17416336	-36.64349432	
chr8:117768084	-36.65061649	
chr22:46731619	-36.67368767	
chr2:27473162	-37.25509061	
chr5:52714958	-37.61330096	
chr19:9929516	-37.79376051	
chr13:46038904	-37.93419578	
chr2:32581773	-37.98575566	
chr5:131832151	-38.38399029	
chr1:37331114	-38.45862134	
chr19:1864243	-38.5332524	
chr1:145396775	-38.57598543	
chr20:33460655	-38.76798058	
chr4:165878110	-38.8052961	
chr14:90722910	-38.91553802	
chr10:80734077	-39.60176537	
chr7:127983958	-39.77951617	
chr19:45582507	-39.83107604	
chr6:26597097	-40.19369981	
chr8:54935003	-40.22931067	
chr12:56546248	-40.7164207	
chr9:34620565	-40.75273215	
chr12:105629991	-40.76798058	
chr17:7482570	-41.10753316	
chr1:161501116	-41.1333131	
chr7:100273584	-41.33684384	
chr19:17463949	-41.59634786	
chr3:44596689	-41.98575566	
chr4:103747029	-42.1777508	
chr12:58139119	-42.60176537	
chrX:129116531	-42.6275453	
chr4:99064620	-42.76798058	
chr1:85725371	-43.60176537	
chr18:5238072	-43.74220064	
chr14:24702051	-43.8168317	
chr20:35918033	-44.0888754	
chr10:75504401	-44.57327668	
chr10:97890011	-45.11365125	
chr1:214453836	-45.35108818	
chr8:37595274	-45.51730339	
chr10:33251046	-45.88975808	
chr12:54582869	-45.93419578	
chr3:130465692	-45.98575566	
chr17:34891325	-46.22931067	
chr19:18433232	-46.33243042	
chr17:36955275	-46.33243042	
chr19:46390154	-46.56174109	
chr2:38152674	-46.56174109	
chr10:72124410	-46.66486083	
chr2:183989077	-46.83819821	
chr13:34116880	-47.06309546	
chr3:40547515	-47.15197086	
chr3:42003787	-47.29240614	
chr17:34891299	-47.5502055	
chr21:44527242	-48.02307118	
chr2:198570044	-48.22931067	
chr8:17780182	-48.25238186	
chr8:56686009	-48.28087054	
chr6:31830680	-48.8052961	
chr11:123612393	-49.35279285	
chr13:42535271	-49.35821035	
chr19:44269818	-49.52442556	
chr9:35079813	-49.60617879	
chr16:70462381	-49.88263591	
chr15:93352549	-49.9057071	
chr11:124492713	-49.91995144	
chr17:33378401	-50.03731553	
chr2:25508992	-50.54749674	
chr6:31830808	-50.7608584	
chr19:12792683	-50.81241828	
chr19:19505918	-51.01153559	
chr9:91933394	-52.02307118	
chr1:160807435	-52.76798058	
chr9:133710156	-52.95997572	
chr1:100315644	-53.06309546	
chr8:142411755	-53.79376051	
chr15:72766088	-54.01153559	
chr2:65145008	-55.24796844	
chr3:48936405	-55.44708575	
chr10:133110570	-56.0888754	
chr19:3185563	-56.11194658	
chr6:10426746	-56.14926211	
chr19:56826237	-56.1777508	
chr15:71184913	-56.20082198	
chrX:47420904	-56.31818607	
chr5:140420911	-56.31818607	
chr2:31456958	-57.54308332	
chr11:62369382	-57.98575566	
chr13:111806017	-58.47286569	
chr12:94853753	-58.51730339	
chr3:196295398	-58.79546518	
chr1:167904924	-58.80258735	
chrX:119694952	-59.01153559	
chr4:30722450	-59.91995144	
chr7:128116774	-60.54749674	
chr10:1034320	-60.9830469	
chr17:73390088	-61.49864562	
chr3:44727164	-61.79376051	
chr8:52921166	-62.19640856	
chr16:70557148	-62.44708575	
chr10:26505252	-63.25238186	
chr3:14166365	-63.6390809	
chr17:1588157	-64.4274239	
chr10:124910618	-65.14484869	
chr13:29233226	-66.07463106	
chr5:154134118	-66.08175323	
chr12:27166853	-66.27374837	
chr12:125424102	-66.98575566	
chr2:25517967	-67.15197086	
chr17:59328369	-67.83819821	
chr17:21030436	-68.12619093	
chr22:39928853	-69.29240614	
chr12:49524690	-69.3110639	
chr10:75504105	-69.44708575	
chr12:7079839	-69.49864562	
chr8:144766613	-70.28969738	
chr7:86849044	-70.36262377	
chr7:150725357	-70.47015694	
chr1:150266273	-70.5332524	
chr10:99497584	-73.04885112	
chr4:10183218	-74.08175323	
chr3:20082406	-74.90299834	
chr1:26868419	-75.09328882	
chr15:45879532	-76.2666262	
chr15:71185018	-77.09770224	
chr6:30594619	-77.80258735	
chr7:105172639	-77.88704933	
chr1:200639547	-77.93419578	
chr10:12824663	-79.97151131	
chr20:1373841	-82.63637214	
chr1:116681807	-83.79817393	
chr12:120524887	-83.95997572	
chr12:118814082	-84.36974594	
chr2:37458476	-84.73949189	
chr17:65362698	-85.32530824	
chr19:50879563	-85.48440128	
chr11:64085061	-85.83107604	
chr22:46731562	-85.98575566	
chr17:45078653	-86.74661406	
chr8:15397716	-86.96438914	
chr19:44860822	-87.03460678	
chr16:1756066	-87.91995144	
chr1:208136503	-88.00611809	
chr5:140027366	-89.63637214	
chr19:56111521	-90.23813751	
chr4:2965138	-90.50305904	
chr17:29233259	-90.8052961	
chr15:90358428	-95.22660192	
chr21:46359851	-95.29240614	
chr19:40502930	-95.6390809	
chr7:155091374	-96.32530824	
chr4:40517937	-97.18928639	
chr6:170863347	-98.5332524	
chr12:93835899	-98.93148703	
chr12:96895059	-99.6390809	
chr6:42714871	-102.9084158	
chr13:99128906	-104.3181861	
chr17:40719090	-104.6319587	
chr19:35494393	-106.1278956	
chr3:15106818	-108.6852233	
chr1:227730493	-109.3154773	
chr4:41937079	-115.1964086	
chr12:8179023	-118.5474967	
chrX:41193817	-121.4701569	
chr5:167913709	-122.4257192	
chr16:2801971	-124.5546189	
chr7:66460743	-125.0088268	
chr2:74682141	-125.6479077	
chr1:161179886	-128.9972912	
chr1:246729729	-131.200822	
chr10:5727511	-132.031898	
chr4:54930224	-133.7652718	
chr7:149535434	-136.6577387	
chr4:83351888	-140.8799272	
chr3:180319969	-145.175042	
chr17:62493228	-152.0603867	
chr19:19932351	-153.62925	
chr14:77428203	-157.4932281	
chr2:111879728	-161.4416682	
chr5:176544071	-164.8141229	
chr12:8234784	-177.0719223	
chr6:117804680	-177.1865776	
chr4:4867991	-177.4301327	
chr14:105915125	-187.0390202	
chr17:45908955	-201.1038203	
chrX:15873384	-203.7110032	
chr19:18263874	-233.7510275	
chr8:11141995	-255.4593219	
chr14:96968645	-290.7768074	
chr7:75620345	-319.989165	
